,Month,DAY,2018,2019,2020
89,Mar,30,36.083333333333336,27.583333333333332,27.874999999999996
90,Mar,31,43.666666666666664,35.5,30.916666666666664
91,Apr,1,40.08333333333333,34.916666666666664,39.666666666666664
92,Apr,2,47.16666666666667,34.666666666666664,33.333333333333336
93,Apr,3,56.083333333333336,43.666666666666664,41.166666666666664
94,Apr,4,48.583333333333336,47.916666666666664,40.20833333333333
95,Apr,5,48.333333333333336,48.833333333333336,41.25
96,Apr,6,45.416666666666664,46.75,36.958333333333336
97,Apr,7,40.5,45.25,36.041666666666664
98,Apr,8,45.333333333333336,46.0,33.41666666666667
99,Apr,9,48.833333333333336,50.00000000000001,38.208333333333336
100,Apr,10,49.583333333333336,55.25,43.666666666666664
101,Apr,11,55.083333333333336,57.833333333333336,47.666666666666664
102,Apr,12,55.16666666666667,57.25000000000001,55.5
103,Apr,13,57.333333333333336,56.75000000000001,48.208333333333336
104,Apr,14,63.25,59.833333333333336,54.791666666666664
105,Apr,15,61.666666666666664,60.583333333333336,49.958333333333336
106,Apr,16,58.66666666666667,58.75,53.041666666666664
107,Apr,17,62.66666666666667,59.333333333333336,52.75
108,Apr,18,62.33333333333333,63.75,62.45833333333333
109,Apr,19,66.16666666666667,64.58333333333333,65.33333333333333
110,Apr,20,66.25,65.0,66.625
111,Apr,21,60.583333333333336,60.66666666666667,60.708333333333336
112,Apr,22,68.16666666666667,62.833333333333336,64.20833333333334
113,Apr,23,60.166666666666664,58.24999999999999,60.625
114,Apr,24,61.916666666666664,57.75,61.916666666666664
115,Apr,25,60.49999999999999,60.83333333333333,64.20833333333333
116,Apr,26,59.91666666666667,60.16666666666667,61.75
117,Apr,27,63.916666666666664,61.25,60.916666666666664
118,Apr,28,64.58333333333333,60.75,61.75
119,Apr,29,53.91666666666667,53.25,56.708333333333336
120,Apr,30,57.66666666666667,60.41666666666667,64.75
121,May,1,55.583333333333336,55.08333333333333,58.29166666666667
122,May,2,56.66666666666667,55.91666666666666,58.16666666666667
